,value
75503,86290
75504,51277
75505,32116
75506,27442
75507,32163
75508,59017
75509,80994
75510,42908
75511,62756
75512,17543
75513,71251
75514,70764
75515,37346
75516,93479
75517,58539
75518,69485
75519,63182
75520,39509
75521,44850
75522,85324
75523,79632
75524,7843
75525,88697
75526,56249
75527,36830
75528,253
75529,74681
75530,34229
75531,88102
75532,9403
75533,68709
75534,68510
75535,90933
75536,58404
75537,28998
75538,22900
75539,53772
75540,18047
75541,99456
75542,95940
75543,67118
75544,88521
75545,73466
75546,37681
75547,48909
75548,59615
75549,13229
75550,39958
75551,90969
75552,44303
75553,40913
75554,38293
75555,32405
75556,92314
75557,74992
75558,10406
75559,82941
75560,73726
75561,40323
75562,8520
75563,49325
75564,53044
75565,17504
75566,37062
75567,46109
75568,10239
75569,97241
75570,77318
75571,53233
75572,41416
75573,65327
75574,55358
75575,26586
75576,3909
75577,80023
75578,83639
75579,65629
75580,91323
75581,30040
75582,11155
75583,82653
75584,77243
75585,79342
75586,60967
75587,9904
75588,87480
75589,49653
75590,94240
75591,34758
75592,48176
75593,25447
75594,93162
75595,89628
75596,36502
75597,7466
75598,36837
75599,96936
75600,64219
75601,72569
75602,11805
75603,4790
75604,88899
75605,26257
75606,2222
75607,54211
75608,91020
75609,76264
75610,6194
75611,62615
75612,7400
75613,36045
75614,60332
75615,13378
75616,66616
75617,77893
75618,33301
75619,22598
75620,71028
75621,72687
75622,71678
75623,72563
75624,62158
75625,35631
75626,3839
75627,87044
75628,67952
75629,91274
75630,84133
75631,84021
75632,1495
75633,29770
75634,8664
75635,83006
75636,33222
75637,86358
75638,39948
75639,8654
75640,16829
75641,57909
75642,7954
75643,24659
75644,44034
75645,96256
75646,24582
75647,93209
75648,6346
75649,87913
75650,37171
75651,53112
75652,41233
75653,23410
75654,74970
75655,65337
75656,61353
75657,21473
75658,7189
75659,46867
75660,31389
75661,60140
75662,43167
75663,72476
75664,22359
75665,82433
75666,88103
75667,29151
75668,24490
75669,5128
75670,17982
75671,38657
75672,559
75673,70108
75674,82643
75675,27012
75676,48481
75677,39639
75678,67477
75679,49012
75680,15378
75681,75658
75682,10916
75683,33923
75684,77705
75685,785
75686,21983
75687,93410
75688,51889
75689,84878
75690,82118
75691,44029
75692,27636
75693,13589
75694,52108
75695,53062
75696,3302
75697,1382
75698,65179
75699,49220
75700,35965
75701,90518
75702,92761
75703,36569
75704,76743
75705,12642
75706,84371
75707,1144
75708,67454
75709,24903
75710,62514
75711,23765
75712,18559
75713,97187
75714,27178
75715,58385
75716,26965
75717,37508
75718,66854
75719,1030
75720,53615
75721,12660
75722,61830
75723,26560
75724,18371
75725,22111
75726,57818
75727,88116
75728,30763
75729,11564
75730,93713
75731,30537
75732,23306
75733,22264
75734,50331
75735,5771
75736,60474
75737,12689
75738,86511
75739,96518
75740,76332
75741,18677
75742,1965
75743,29149
75744,99118
75745,13577
75746,89129
75747,66406
75748,10346
75749,98528
75750,42024
75751,64806
75752,34079
75753,41482
75754,92384
75755,10339
75756,92218
75757,72313
75758,85366
75759,87048
75760,58199
75761,28321
75762,90200
75763,77807
75764,27496
75765,77368
75766,80109
75767,66580
75768,87675
75769,69802
75770,30506
75771,81165
75772,74553
75773,92012
75774,4375
75775,81545
75776,5856
75777,35859
75778,6205
75779,14882
75780,51742
75781,81387
75782,65071
75783,29170
75784,40657
75785,39031
75786,42787
75787,75037
75788,43945
75789,85100
75790,48145
75791,33527
75792,25015
75793,13711
75794,50302
75795,1648
75796,5650
75797,91305
75798,81906
75799,23953
75800,22198
75801,10112
75802,94544
75803,55767
75804,24079
75805,7570
75806,77886
75807,83954
75808,95425
75809,55072
75810,519
75811,18469
75812,1369
75813,22400
75814,7616
75815,70306
75816,92528
75817,50948
75818,20456
75819,58672
75820,75647
75821,68777
75822,37989
75823,21434
75824,54363
75825,601
75826,19731
75827,47149
75828,36011
75829,82948
75830,40241
75831,97125
75832,26532
75833,61336
75834,66430
75835,85330
75836,43777
75837,1388
75838,79794
75839,31634
75840,67436
75841,69377
75842,60849
75843,26118
75844,84850
75845,83300
75846,64020
75847,93347
75848,78264
75849,84756
75850,59885
75851,54089
75852,53785
75853,73096
75854,72703
75855,97338
75856,66086
75857,26209
75858,10698
75859,58475
75860,91009
75861,34301
75862,7032
75863,33342
75864,53039
75865,10563
75866,20715
75867,53743
75868,12412
75869,40410
75870,75728
75871,76997
75872,58176
75873,86760
75874,79747
75875,44852
75876,77787
75877,66257
75878,74707
75879,53005
75880,43229
75881,51780
75882,81228
75883,44283
75884,84046
75885,61141
75886,2073
75887,17701
75888,10131
75889,29629
75890,79720
75891,40759
75892,93403
75893,99438
75894,67956
75895,37402
75896,77008
75897,31985
75898,22412
75899,13782
75900,48960
75901,52540
75902,93238
75903,21171
75904,192
75905,47338
75906,75185
75907,61297
75908,93425
75909,96499
75910,41015
75911,28798
75912,42144
75913,58392
75914,31642
75915,76092
75916,71134
75917,56136
75918,68671
75919,53784
75920,23523
75921,90524
75922,58775
75923,88670
75924,4065
75925,71242
75926,34909
75927,39032
75928,12185
75929,26068
75930,17595
75931,30984
75932,96857
75933,83796
75934,63960
75935,26060
75936,3388
75937,1716
75938,16074
75939,26941
75940,25810
75941,61383
75942,57897
75943,13377
75944,29971
75945,87384
75946,94236
75947,8342
75948,82989
75949,20860
75950,99384
75951,73143
75952,40191
75953,21268
75954,6515
75955,80741
75956,90169
75957,26370
75958,54392
75959,15577
75960,45455
75961,26497
75962,45802
75963,13710
75964,87996
75965,46102
75966,8453
75967,22566
75968,48723
75969,55693
75970,67009
75971,37048
75972,11246
75973,38626
75974,76887
75975,13069
75976,52522
75977,26364
75978,99722
75979,11100
75980,19950
75981,85757
75982,26641
75983,70566
75984,58007
75985,85622
75986,93414
75987,39246
75988,44454
75989,54756
75990,26838
75991,36013
75992,6278
75993,47572
75994,62626
75995,78151
75996,89802
75997,24690
75998,70102
75999,44255
76000,64359
76001,48279
76002,56287
76003,30469
76004,79573
76005,25307
76006,2579
76007,32166
76008,28598
76009,53339
76010,20037
76011,31385
76012,32699
76013,67641
76014,72904
76015,52530
76016,25942
76017,56981
76018,3868
76019,26787
76020,50026
76021,28626
76022,12951
76023,8291
76024,21923
76025,12825
76026,43594
76027,28320
76028,40450
76029,15313
76030,28792
76031,69131
76032,97072
76033,46608
76034,4744
76035,40994
76036,52127
76037,16229
76038,42024
76039,96100
76040,1712
76041,55895
76042,9603
76043,37691
76044,83155
76045,76532
76046,57029
76047,21690
76048,87971
76049,36761
76050,95202
76051,38556
76052,89431
76053,47059
76054,36594
76055,67371
76056,35074
76057,4999
76058,67644
76059,64939
76060,88588
76061,82058
76062,80696
76063,23016
76064,12912
76065,73046
76066,52034
76067,75292
76068,3573
76069,70751
76070,50894
76071,81377
76072,43645
76073,80706
76074,68944
76075,80738
76076,16373
76077,11827
76078,4414
76079,24274
76080,23400
76081,53301
76082,48743
76083,241
76084,35997
76085,11581
76086,96373
76087,35411
76088,63022
76089,91971
76090,79193
76091,48436
76092,15152
76093,10443
76094,61379
76095,72484
76096,16907
76097,12953
76098,17394
76099,23590
76100,57645
76101,91397
76102,64408
76103,77573
76104,86575
76105,58540
76106,48115
76107,22973
76108,94706
76109,504
76110,46848
76111,24541
76112,72709
76113,88140
76114,68562
76115,48822
76116,29734
76117,49021
76118,88007
76119,49654
76120,66106
76121,69979
76122,87788
76123,95327
76124,89099
76125,94537
76126,78872
76127,99795
76128,36115
76129,17369
76130,67844
76131,57717
76132,76757
76133,40532
76134,32971
76135,8286
76136,876
76137,54734
76138,55520
76139,14789
76140,57484
76141,43426
76142,86654
76143,49765
76144,27357
76145,4669
76146,78357
76147,27156
76148,45868
76149,94527
76150,68418
76151,79236
76152,36451
76153,51384
76154,95079
76155,84112
76156,93615
76157,80771
76158,84235
76159,338
76160,77961
76161,99018
76162,15777
76163,70588
76164,47142
76165,8781
76166,92381
76167,659
76168,83352
76169,29670
76170,12281
76171,76748
76172,69323
76173,16321
76174,28304
76175,35841
76176,6295
76177,24283
76178,74613
76179,20106
76180,44710
76181,53029
76182,90979
76183,61386
76184,58632
76185,75541
76186,51428
76187,87272
76188,88423
76189,71630
76190,74035
76191,47558
76192,94801
76193,7356
76194,30967
76195,43308
76196,41046
76197,38251
76198,32078
76199,54973
76200,71920
76201,97490
76202,20587
76203,69138
76204,15500
76205,4365
76206,53362
76207,22303
76208,94921
76209,53489
76210,8456
76211,99007
76212,56390
76213,76611
76214,33950
76215,50950
76216,90035
76217,62561
76218,36055
76219,17953
76220,32272
76221,77434
76222,27403
76223,30867
76224,56764
76225,80693
76226,47987
76227,66210
76228,40648
76229,92414
76230,2487
76231,35205
76232,52627
76233,43313
76234,96544
76235,9786
76236,3507
76237,87665
76238,1405
76239,5930
76240,63922
76241,20870
76242,25521
76243,72981
76244,71609
76245,4485
76246,13568
76247,85163
76248,43320
76249,97461
76250,4569
76251,17254
76252,49284
76253,93137
76254,71212
76255,41366
76256,92433
76257,78876
76258,7875
76259,46571
76260,86446
76261,29545
76262,76340
76263,94835
76264,26867
76265,71240
76266,65899
76267,38337
76268,15979
76269,35978
76270,22307
76271,76042
76272,38124
76273,34733
76274,5158
76275,55678
76276,34371
76277,57124
76278,33657
76279,89643
76280,76525
76281,81523
76282,52382
76283,28344
76284,84438
76285,55465
76286,8888
76287,70782
76288,82729
76289,28094
76290,41359
76291,3817
76292,63928
76293,52276
76294,36360
76295,37565
76296,24173
76297,12476
76298,66710
76299,84881
76300,4239
76301,22129
76302,46009
76303,42237
76304,38819
76305,14945
76306,52065
76307,68173
76308,35597
76309,63465
76310,53041
76311,11340
76312,66964
76313,10822
76314,35488
76315,78979
76316,8167
76317,31622
76318,34886
76319,42381
76320,53428
76321,32743
76322,48879
76323,58631
76324,16266
76325,62394
76326,35475
76327,51278
76328,15890
76329,77983
76330,83653
76331,73526
76332,87187
76333,42240
76334,48408
76335,88573
76336,26391
76337,3984
76338,48061
76339,78264
76340,98056
76341,83355
76342,61390
76343,67475
76344,50887
76345,64563
76346,19623
76347,58245
76348,82714
76349,11615
76350,90116
76351,12041
76352,59225
76353,29391
76354,31454
76355,45050
76356,4411
76357,78124
76358,68606
76359,54739
76360,66476
76361,15582
76362,38132
76363,58005
76364,69900
76365,97959
76366,48750
76367,45468
76368,57509
76369,83229
76370,5193
76371,92416
76372,80480
76373,20175
76374,75856
76375,47836
76376,97000
76377,32631
76378,99038
76379,62356
76380,51488
76381,61950
76382,38189
76383,23014
76384,75190
76385,58972
76386,47077
76387,85691
76388,36327
76389,83158
76390,71368
76391,66672
76392,73715
76393,99138
76394,87910
76395,31963
76396,45219
76397,68104
76398,33821
76399,40528
76400,45964
76401,59367
76402,85253
76403,84859
76404,95754
76405,47177
76406,10459
76407,14028
76408,72404
76409,46285
76410,38704
76411,83240
76412,59514
76413,25687
76414,80105
76415,39582
76416,87069
76417,4586
76418,62446
76419,83940
76420,11322
76421,74963
76422,94119
76423,69366
76424,76156
76425,48867
76426,2061
76427,34125
76428,55682
76429,83543
76430,54455
76431,99954
76432,74775
76433,56795
76434,86077
76435,46949
76436,40909
76437,79666
76438,43336
76439,63808
76440,35650
76441,63935
76442,1351
76443,76663
76444,18896
76445,64657
76446,98342
76447,23613
76448,92096
76449,28875
76450,24983
76451,26402
76452,72122
76453,68724
76454,58595
76455,47945
76456,39283
76457,24860
76458,58429
76459,10496
76460,45970
76461,82297
76462,61907
76463,284
76464,55476
76465,76297
76466,72546
76467,1643
76468,82806
76469,26320
76470,62077
76471,13036
76472,61584
76473,75350
76474,65166
76475,61241
76476,63826
76477,224
76478,79713
76479,79113
76480,67168
76481,6405
76482,88294
76483,16974
76484,64180
76485,71325
76486,31212
76487,2956
76488,44408
76489,37975
76490,28570
76491,11581
76492,60142
76493,21480
76494,44406
76495,32686
76496,40396
76497,43640
76498,94418
76499,66185
76500,26857
76501,9529
76502,49361
76503,48271
76504,59609
76505,18126
76506,84215
76507,91290
76508,91244
76509,19911
76510,58828
76511,84489
76512,36108
76513,81376
76514,5702
76515,29332
76516,80116
76517,44814
76518,74956
76519,86696
76520,60750
76521,16586
76522,70402
76523,3130
76524,96713
76525,14732
76526,4159
76527,2185
76528,58613
76529,49659
76530,21912
76531,50636
76532,24085
76533,15705
76534,63001
76535,19855
76536,42127
76537,32896
76538,4418
76539,71958
76540,16054
76541,35397
76542,58638
76543,57426
76544,74700
76545,9347
76546,76206
76547,23680
76548,62006
76549,34094
76550,47079
76551,60759
76552,60990
76553,4294
76554,10772
76555,50374
76556,31798
76557,2009
76558,95788
76559,35476
76560,10343
76561,40094
76562,6001
76563,90086
76564,86938
76565,61483
76566,63508
76567,71957
76568,36776
76569,48252
76570,87007
76571,77855
76572,99560
76573,39068
76574,1453
76575,46636
76576,66923
76577,74120
76578,14128
76579,15724
76580,21368
76581,33388
76582,50536
76583,42919
76584,83844
76585,83164
76586,69598
76587,33309
76588,90564
76589,19413
76590,45154
76591,75398
76592,32961
76593,36057
76594,1048
76595,75358
76596,46368
76597,57961
76598,24474
76599,68138
76600,65354
76601,73786
76602,74292
76603,15460
76604,78306
76605,62784
76606,23352
76607,63413
76608,96191
76609,90519
76610,19347
76611,16456
76612,67636
76613,24764
76614,74
76615,49907
76616,10851
76617,78597
76618,8248
76619,17151
76620,79197
76621,14596
76622,82100
76623,70848
76624,40331
76625,14752
76626,10660
76627,15613
76628,97673
76629,61087
76630,24953
76631,72308
76632,44073
76633,46523
76634,84209
76635,50493
76636,36081
76637,37283
76638,13400
76639,7831
76640,62839
76641,45136
76642,8609
76643,70852
76644,94208
76645,71385
76646,18843
76647,49291
76648,76521
76649,58717
76650,65172
76651,35644
76652,83026
76653,13860
76654,26739
76655,89941
76656,90132
76657,16069
76658,77447
76659,56026
76660,91925
76661,335
76662,58444
76663,68667
76664,7533
76665,37608
76666,2165
76667,46797
76668,42153
76669,9558
76670,1651
76671,76358
76672,21441
76673,45999
76674,59085
76675,59453
76676,90224
76677,74788
76678,79551
76679,98933
76680,2907
76681,55489
76682,28323
76683,43144
76684,81411
76685,36058
76686,81470
76687,34587
76688,35741
76689,68226
76690,35834
76691,41454
76692,70515
76693,25223
76694,85767
76695,63814
76696,43692
76697,88173
76698,64971
76699,98008
76700,94916
76701,79066
76702,83171
76703,41120
76704,94506
76705,7085
76706,89926
76707,79614
76708,88805
76709,28045
76710,67831
76711,34323
76712,84849
76713,95095
76714,26888
76715,52101
76716,48509
76717,91845
76718,29516
76719,3510
76720,53283
76721,11307
76722,87263
76723,10640
76724,45436
76725,90698
76726,18284
76727,84020
76728,85425
76729,97768
76730,96841
76731,73824
76732,97628
76733,44871
76734,73594
76735,69149
76736,71943
76737,31824
76738,55662
76739,20061
76740,49969
76741,51174
76742,90448
76743,44969
76744,49543
76745,38082
76746,59554
76747,44781
76748,97666
76749,58143
76750,65273
76751,45464
76752,18506
76753,37997
76754,43511
76755,9615
76756,99223
76757,75269
76758,82099
76759,86399
76760,16011
76761,5868
76762,95422
76763,26298
76764,20513
76765,34254
76766,85722
76767,55697
76768,18219
76769,99030
76770,89565
76771,63872
76772,17324
76773,79749
76774,2405
76775,9006
76776,61639
76777,92971
76778,67109
76779,535
76780,24513
76781,71003
76782,46982
76783,86656
76784,7304
76785,91410
76786,23934
76787,49275
76788,75547
76789,40583
76790,71897
76791,36216
76792,62031
76793,99407
76794,99062
76795,8738
76796,91362
76797,97448
76798,10503
76799,49276
76800,10410
76801,89335
76802,96957
76803,84569
76804,28990
76805,34538
76806,89699
76807,93840
76808,96518
76809,80643
76810,58647
76811,23519
76812,45632
76813,63916
76814,11715
76815,99768
76816,66359
76817,24275
76818,77552
76819,82965
76820,85111
76821,62311
76822,40232
76823,36917
76824,19605
76825,55734
76826,20312
76827,67095
76828,35952
76829,66752
76830,48006
76831,98634
76832,9818
76833,47405
76834,37807
76835,83392
76836,77517
76837,92994
76838,43118
76839,51246
76840,69493
76841,41941
76842,55339
76843,66564
76844,62115
76845,24190
76846,79454
76847,97941
76848,46233
76849,53147
76850,32327
76851,72091
76852,31813
76853,67369
76854,22603
76855,86026
76856,51196
76857,84378
76858,62262
76859,36123
76860,12116
76861,55476
76862,98393
76863,96135
76864,60961
76865,37013
76866,32088
76867,98243
76868,52234
76869,18146
76870,12826
76871,59958
76872,47469
76873,58690
76874,31169
76875,57772
76876,63090
76877,16161
76878,94854
76879,67621
76880,25127
76881,38148
76882,90411
76883,55523
76884,94745
76885,19272
76886,70880
76887,78209
76888,99165
76889,23955
76890,50019
76891,28623
76892,9662
76893,77432
76894,73565
76895,2373
76896,25472
76897,14150
76898,59677
76899,66804
76900,1414
76901,62044
76902,23555
76903,72327
76904,76002
76905,13240
76906,67177
76907,12377
76908,44208
76909,72412
76910,59101
76911,23494
76912,76909
76913,53338
76914,59696
76915,46383
76916,88401
76917,88756
76918,78444
76919,12835
76920,22562
76921,48687
76922,42027
76923,17619
76924,12740
76925,63358
76926,51294
76927,9379
76928,14420
76929,58523
76930,7771
76931,5110
76932,78512
76933,86167
76934,61042
76935,8383
76936,35123
76937,98501
76938,67222
76939,43262
76940,63612
76941,59840
76942,2750
76943,25936
76944,71036
76945,30157
76946,38063
76947,31613
76948,72871
